rank,lemma,PoS,freq,perMil,disp
2975,preparation,n,26152,26.34,0.93
2976,relative,n,26146,26.33,0.97
2977,confident,j,26144,26.33,0.97
2978,strategic,j,26103,26.29,0.93
2979,marine,j,26088,26.27,0.95
2980,quote,n,26087,26.27,0.91
2981,publisher,n,26079,26.26,0.93
2982,innovation,n,26039,26.22,0.91
2983,highlight,v,26029,26.21,0.92
2984,nut,n,26017,26.2,0.97
2985,fighter,n,26014,26.2,0.96
2986,rank,n,26007,26.19,0.96
2987,electricity,n,26003,26.19,0.95
2988,instance,n,26001,26.18,0.93
2989,fortune,n,25994,26.18,0.97
2990,freeze,v,25985,26.17,0.96
2991,variation,n,25982,26.16,0.89
2992,armed,j,25972,26.15,0.95
2993,negotiate,v,25963,26.15,0.95
2994,laughter,n,25929,26.11,0.87
2995,wisdom,n,25925,26.11,0.96
2996,correspondent,n,25907,26.09,0.78
2997,mixture,n,25895,26.08,0.87
2998,murder,v,25889,26.07,0.97
2999,assistant,n,25884,26.07,0.97
3000,retain,v,25881,26.06,0.94
3001,tomato,n,25826,26.01,0.88
3002,indian,n,25825,26.01,0.92
3003,testify,v,25823,26.0,0.93
3004,ingredient,n,25809,25.99,0.91
3005,since,r,25781,25.96,0.97
3006,galaxy,n,25775,25.96,0.89
3007,qualify,v,25774,25.96,0.96
3008,scheme,n,25772,25.95,0.95
3009,gop,n,25770,25.95,0.9
3010,shame,n,25764,25.95,0.97
3011,concentrate,v,25761,25.94,0.96
3012,contest,n,25761,25.94,0.97
3013,introduction,n,25722,25.9,0.9
3014,boundary,n,25694,25.87,0.91
3015,tube,n,25647,25.83,0.94
3016,versus,i,25646,25.83,0.93
3017,chef,n,25646,25.83,0.9
3018,regularly,r,25635,25.82,0.95
3019,ugly,j,25632,25.81,0.97
3020,screw,v,25632,25.81,0.95
3021,load,n,25620,25.8,0.95
3022,tongue,n,25612,25.79,0.92
3023,palestinian,j,25603,25.78,0.89
3024,fiscal,j,25598,25.78,0.93
3025,creek,n,25595,25.77,0.91
3026,hip,n,25581,25.76,0.94
3027,accompany,v,25567,25.75,0.95
3028,decline,n,25563,25.74,0.94
3029,terrorism,n,25562,25.74,0.89
3030,respondent,n,25555,25.73,0.81
3031,narrator,n,25554,25.73,0.82
3032,voting,n,25547,25.73,0.92
3033,refugee,n,25533,25.71,0.9
3034,assembly,n,25533,25.71,0.94
3035,fraud,n,25518,25.7,0.94
3036,limitation,n,25511,25.69,0.88
3037,house,v,25510,25.69,0.96
3038,partnership,n,25493,25.67,0.93
3039,store,v,25475,25.65,0.95
3040,crash,n,25472,25.65,0.96
3041,surprise,v,25449,25.63,0.97
3042,representation,n,25448,25.63,0.87
3043,hold,n,25448,25.63,0.97
3044,ministry,n,25434,25.61,0.94
3045,flat,j,25427,25.61,0.95
3046,wise,j,25418,25.6,0.97
3047,witness,v,25418,25.6,0.98
3048,excuse,n,25386,25.56,0.97
3049,register,v,25367,25.55,0.96
3050,comedy,n,25303,25.48,0.94
3051,purchase,n,25302,25.48,0.95
3052,tap,v,25295,25.47,0.95
3053,infrastructure,n,25291,25.47,0.94
3054,organic,j,25288,25.47,0.91
3055,islam,n,25282,25.46,0.91
3056,diverse,j,25277,25.45,0.91
3057,favor,v,25274,25.45,0.95
3058,intellectual,j,25268,25.45,0.91
3059,tight,j,25214,25.39,0.96
3060,port,n,25211,25.39,0.95
3061,fate,n,25194,25.37,0.98
3062,market,v,25191,25.37,0.95
3063,absolute,j,25184,25.36,0.95
3064,dialogue,n,25173,25.35,0.93
3065,plus,n,25166,25.34,0.95
3066,frequency,n,25158,25.33,0.88
3067,tribe,n,25147,25.32,0.94
3068,external,j,25146,25.32,0.88
3069,appointment,n,25144,25.32,0.98
3070,convert,v,25123,25.3,0.95
3071,surprising,j,25114,25.29,0.96
3072,mobile,j,25095,25.27,0.92
3073,establishment,n,25090,25.27,0.93
3074,worried,j,25086,25.26,0.97
3075,bye,u,25081,25.26,0.88
3076,shopping,n,25052,25.23,0.96
3077,celebrity,n,24989,25.16,0.95
3078,congressman,n,24982,25.16,0.86
3079,impress,v,24977,25.15,0.98
3080,taxpayer,n,24954,25.13,0.91
3081,adapt,v,24934,25.11,0.94
3082,publicly,r,24932,25.11,0.95
3083,pride,n,24923,25.1,0.98
3084,clothing,n,24923,25.1,0.97
3085,rapidly,r,24922,25.1,0.95
3086,domain,n,24914,25.09,0.89
3087,mainly,r,24910,25.09,0.95
3088,ceiling,n,24902,25.08,0.92
3089,alter,v,24900,25.07,0.95
3090,shelter,n,24892,25.07,0.97
3091,random,j,24886,25.06,0.95
3092,obligation,n,24879,25.05,0.94
3093,shower,n,24876,25.05,0.96
3094,beg,v,24867,25.04,0.97
3095,asleep,j,24848,25.02,0.92
3096,musician,n,24829,25.0,0.95
3097,extraordinary,j,24829,25.0,0.96
3098,dirt,n,24819,24.99,0.93
3099,pc,n,24814,24.99,0.89
3100,bell,n,24813,24.99,0.95
3101,smell,n,24783,24.96,0.9
3102,damage,v,24780,24.95,0.97
3103,ceremony,n,24779,24.95,0.96
3104,clue,n,24755,24.93,0.98
3105,guideline,n,24752,24.93,0.91
3106,comfort,n,24745,24.92,0.96
3107,near,j,24720,24.63,0.97
3108,pregnancy,n,24687,24.86,0.94
3109,borrow,v,24662,24.84,0.99
3110,conventional,j,24656,24.83,0.93
3111,tourist,n,24638,24.81,0.96
3112,incentive,n,24612,24.78,0.93
3113,custom,n,24610,24.78,0.96
3114,cheek,n,24607,24.78,0.85
3115,tournament,n,24576,24.75,0.87
3116,double,v,24576,24.75,0.96
3117,satellite,n,24573,24.75,0.95
3118,nearby,j,24560,24.73,0.94
3119,comprehensive,j,24553,24.73,0.91
3120,stable,j,24549,24.72,0.96
3121,medication,n,24549,24.72,0.96
3122,script,n,24547,24.72,0.96
3123,educate,v,24527,24.7,0.95
3124,efficient,j,24525,24.7,0.95
3125,risk,v,24524,24.7,0.99
3126,welcome,j,24515,24.69,0.98
3127,scare,v,24484,24.66,0.97
3128,psychology,n,24479,24.65,0.85
3129,logic,n,24470,24.64,0.93
3130,economics,n,24463,24.63,0.93
3131,update,n,24444,24.62,0.91
3132,nevertheless,r,24438,24.61,0.92
3133,devil,n,24433,24.6,0.98
3134,thirty,m,24427,24.6,0.93
3135,beat,n,24421,24.59,0.91
3136,charity,n,24405,24.58,0.97
3137,fiber,n,24394,24.57,0.87
3138,wave,v,24391,24.56,0.87
3139,ideal,j,24367,24.54,0.94
3140,friendship,n,24359,24.53,0.97
3141,net,n,24355,24.53,0.96
3142,motivation,n,24342,24.51,0.89
3143,differently,r,24322,24.49,0.97
3144,reserve,n,24319,24.49,0.95
3145,observer,n,24293,24.46,0.93
3146,humanity,n,24254,24.42,0.96
3147,survivor,n,24240,24.41,0.96
3148,fence,n,24223,24.39,0.95
3149,quietly,r,24222,24.39,0.91
3150,humor,n,24213,24.38,0.97
3151,major,n,24191,24.36,0.96
3152,funeral,n,24184,24.35,0.95
3153,spokesman,n,24143,24.31,0.88
3154,extension,n,24142,24.31,0.95
3155,loose,j,24139,24.31,0.96
3156,sink,v,24129,24.3,0.94
3157,historian,n,24128,24.3,0.92
3158,ruin,v,24113,24.28,0.97
3159,balance,v,24104,24.27,0.96
3160,chemical,n,24096,24.27,0.95
3161,singer,n,24095,24.26,0.96
3162,drunk,j,24079,24.25,0.96
3163,swim,v,24072,24.24,0.95
3164,onion,n,24049,24.22,0.86
3165,specialist,n,24031,24.2,0.94
3166,missing,j,24015,24.18,0.98
3167,white,n,24014,24.18,0.95
3168,pan,n,24011,24.19,0.88
3169,distribute,v,24006,24.17,0.95
3170,silly,j,24001,24.17,0.97
3171,deck,n,23996,24.16,0.94
3172,reflection,n,23994,24.16,0.94
3173,shortly,r,23986,24.15,0.97
3174,database,n,23984,24.15,0.93
3175,flow,v,23932,24.1,0.97
3176,remote,j,23930,24.1,0.97
3177,permission,n,23927,24.1,0.97
3178,remarkable,j,23919,24.09,0.97
3179,everyday,j,23918,24.09,0.96
3180,lifestyle,n,23917,24.09,0.95
3181,sweep,v,23911,24.08,0.95
3182,naked,j,23909,24.08,0.95
3183,sufficient,j,23898,24.07,0.93
3184,lion,n,23871,24.04,0.95
3185,consumption,n,23864,24.03,0.92
3186,capability,n,23836,24.0,0.94
3187,practice,v,23797,23.96,0.97
3188,emission,n,23770,23.94,0.9
3189,sidebar,n,23763,23.93,0.62
3190,crap,n,23756,23.92,0.93
3191,dealer,n,23742,23.91,0.94
3192,measurement,n,23736,23.9,0.86
3193,vital,j,23700,23.87,0.96
3194,impressive,j,23687,23.85,0.97
3195,bake,v,23686,23.85,0.88
3196,fantastic,j,23669,23.84,0.96
3197,adviser,n,23663,23.83,0.92
3198,yield,v,23640,23.81,0.92
3199,mere,j,23631,23.8,0.95
3200,imagination,n,23622,23.79,0.96
3201,radical,j,23620,23.79,0.95
3202,tragedy,n,23619,23.78,0.96
3203,scary,j,23596,23.76,0.97
3204,consultant,n,23591,23.76,0.93
3205,correct,v,23582,23.75,0.97
3206,lieutenant,n,23579,23.74,0.9
3207,upset,v,23566,23.73,0.98
3208,attractive,j,23563,23.73,0.97
3209,acre,n,23558,23.72,0.92
3210,drawing,n,23549,23.71,0.94
3211,defeat,v,23537,23.7,0.96
3212,newly,r,23531,23.7,0.95
3213,scandal,n,23525,23.69,0.94
3214,ambassador,n,23522,23.69,0.91
3215,ooh,u,23498,23.66,0.86
3216,spot,v,23494,23.66,0.95
3217,content,j,23491,23.66,0.91
3218,round,j,23484,23.65,0.95
3219,bench,n,23481,23.65,0.94
3220,guide,v,23475,23.64,0.95
3221,counter,n,23475,23.64,0.92
3222,chemical,j,23464,23.63,0.94
3223,odds,n,23462,23.63,0.97
3224,rat,n,23442,23.61,0.96
3225,horror,n,23430,23.59,0.97
3226,appeal,v,23427,23.59,0.96
3227,vulnerable,j,23392,23.56,0.97
3228,prevention,n,23383,23.55,0.86
3229,square,j,23378,23.54,0.95
3230,segment,n,23372,23.54,0.95
3231,ban,v,23359,23.52,0.95
3232,tail,n,23344,23.51,0.94
3233,constitute,v,23339,23.5,0.89
3234,badly,r,23330,23.49,0.98
3235,bless,v,23307,23.47,0.96
3236,literary,j,23305,23.47,0.89
3237,magic,j,23302,23.47,0.98
3238,implementation,n,23294,23.46,0.83
3239,legitimate,j,23286,23.45,0.95
3240,slight,j,23283,23.45,0.95
3241,crash,v,23281,23.44,0.97
3242,strip,n,23266,23.43,0.96
3243,desperate,j,23253,23.42,0.98
3244,distant,j,23251,23.41,0.94
3245,preference,n,23230,23.39,0.91
3246,politically,r,23229,23.39,0.95
3247,feedback,n,23220,23.38,0.89
3248,health-care,n,23216,23.38,0.92
3249,criminal,n,23214,23.38,0.97
3250,can,n,23201,23.36,0.96
3251,italian,j,23199,23.36,0.95
3252,detailed,j,23161,23.32,0.94
3253,buyer,n,23157,23.32,0.93
3254,wrong,r,23141,23.3,0.98
3255,cooperation,n,23135,23.3,0.91
3256,profession,n,23135,23.3,0.92
3257,incredibly,r,23108,23.27,0.95
3258,orange,j,23088,23.25,0.9
3259,killing,n,23084,23.25,0.97
3260,sue,v,23083,23.25,0.96
3261,photographer,n,23062,23.22,0.94
3262,running,j,23050,23.21,0.96
3263,engagement,n,23041,23.2,0.91
3264,differ,v,23032,23.19,0.89
3265,paint,n,23029,23.19,0.93
3266,pitch,n,23028,23.19,0.94
3267,extensive,j,23021,23.18,0.93
3268,salad,n,23010,23.17,0.91
3269,stair,n,23001,23.16,0.88
3270,notice,n,22997,23.16,0.96
3271,grace,n,22995,23.16,0.95
3272,divorce,n,22992,23.15,0.97
3273,vessel,n,22977,23.14,0.94
3274,pig,n,22965,23.13,0.97
3275,assignment,n,22955,23.12,0.94
3276,distinction,n,22938,23.1,0.91
3277,fit,j,22936,23.1,0.97
3278,circuit,n,22927,23.09,0.91
3279,acid,n,22925,23.09,0.9
3280,canadian,j,22924,23.09,0.92
3281,flee,v,22896,23.06,0.96
3282,efficiency,n,22889,23.05,0.91
3283,memorial,n,22884,23.04,0.93
3284,proposed,j,22864,23.02,0.92
3285,blue,n,22857,23.02,0.94
3286,entity,n,22849,23.01,0.91
3287,iphone,n,22844,23.0,0.86
3288,punishment,n,22839,23.0,0.95
3289,pause,v,22805,22.97,0.85
3290,pill,n,22802,22.96,0.97
3291,rub,v,22774,22.93,0.9
3292,romantic,j,22772,22.93,0.98
3293,myth,n,22770,22.93,0.94
3294,economist,n,22756,22.92,0.93
3295,latin,j,22755,22.91,0.9
3296,decent,j,22751,22.91,0.96
3297,assistant,j,22741,22.9,0.94
3298,craft,n,22724,22.88,0.93
3299,poetry,n,22722,22.88,0.93
3300,terrorist,j,22697,22.86,0.91
3301,thread,n,22683,22.84,0.91
3302,wooden,j,22683,22.84,0.91
3303,confuse,v,22680,22.84,0.98
3304,subject,i,22677,22.84,0.91
3305,privilege,n,22671,22.83,0.95
3306,coal,n,22670,22.83,0.94
3307,fool,n,22667,22.83,0.96
3308,cow,n,22660,22.82,0.96
3309,characterize,v,22657,22.82,0.88
3310,pie,n,22654,22.81,0.96
3311,decrease,v,22654,22.81,0.9
3312,resort,n,22647,22.81,0.93
3313,legacy,n,22631,22.79,0.96
3314,re,i,22620,22.78,0.87
3315,stress,v,22587,22.75,0.95
3316,frankly,r,22564,22.72,0.92
3317,matter,d,22486,22.64,0.98
3318,cancel,v,22480,22.64,0.97
3319,derive,v,22469,22.63,0.89
3320,dumb,j,22462,22.62,0.96
3321,scope,n,22460,22.62,0.93
3322,formation,n,22441,22.6,0.91
3323,grandfather,n,22432,22.59,0.94
3324,hence,r,22424,22.58,0.91
3325,wish,n,22423,22.58,0.99
3326,margin,n,22417,22.57,0.95
3327,wound,n,22414,22.57,0.97
3328,exhibition,n,22400,22.56,0.9
3329,legislature,n,22388,22.55,0.91
3330,furthermore,r,22381,22.54,0.87
3331,portrait,n,22377,22.53,0.94
3332,catholic,n,22367,22.52,0.92
3333,sustain,v,22359,22.52,0.95
3334,uniform,n,22332,22.49,0.96
3335,painful,j,22292,22.45,0.98
3336,loud,j,22276,22.43,0.93
3337,miracle,n,22275,22.43,0.98
3338,harm,n,22267,22.42,0.97
3339,zero,m,22266,22.42,0.97
3340,tactic,n,22260,22.42,0.96
3341,mask,n,22256,22.41,0.95
3342,calm,v,22255,22.41,0.95
3343,inflation,n,22242,22.4,0.92
3344,hunting,n,22232,22.39,0.92
3345,physically,r,22212,22.37,0.97
3346,final,n,22206,22.36,0.91
3347,flesh,n,22204,22.36,0.93
3348,temporary,j,22199,22.35,0.97
3349,fellow,n,22194,22.35,0.97
3350,nerve,n,22174,22.07,0.96
3351,lung,n,22170,22.33,0.95
3352,steady,j,22152,22.31,0.96
3353,headline,n,22141,22.3,0.94
3354,sudden,j,22133,22.29,0.94
3355,successfully,r,22130,22.29,0.94
3356,defendant,n,22117,22.27,0.89
3357,pole,n,22115,22.27,0.96
3358,satisfy,v,22111,22.27,0.96
3359,entrance,n,22111,22.27,0.95
3360,aircraft,n,22111,22.27,0.94
3361,withdraw,v,22109,22.26,0.96
3362,cabinet,n,22078,22.23,0.95
3363,relative,j,22070,22.23,0.9
3364,repeatedly,r,22066,22.22,0.96
3365,happiness,n,22053,22.21,0.96
3366,admission,n,22052,22.21,0.94
3367,correlation,n,22034,22.19,0.81
3368,proportion,n,22031,22.19,0.9
3369,dispute,n,22027,22.18,0.93
3370,candy,n,21987,22.14,0.96
3371,reward,n,21978,22.13,0.97
3372,counselor,n,21975,22.13,0.82
3373,recording,n,21968,22.12,0.96
3374,pile,n,21960,22.11,0.94
3375,explosion,n,21954,22.11,0.97
3376,appoint,v,21949,22.1,0.95
3377,couch,n,21942,22.1,0.93
3378,cognitive,j,21925,22.08,0.83
3379,furniture,n,21915,22.07,0.93
3380,significance,n,21902,22.06,0.89
3381,grateful,j,21895,22.05,0.98
3382,magic,n,21888,22.04,0.96
3383,suit,v,21887,22.04,0.97
3384,commissioner,n,21855,22.01,0.91
3385,shelf,n,21854,22.01,0.95
3386,tremendous,j,21826,21.98,0.95
3387,warrior,n,21822,21.98,0.96
3388,physics,n,21798,21.95,0.91
3389,garage,n,21790,21.94,0.96
3390,flavor,n,21772,21.93,0.92
3391,squeeze,v,21756,21.91,0.93
3392,prominent,j,21752,21.9,0.95
3393,fifty,m,21736,21.89,0.93
3394,fade,v,21734,21.89,0.93
3395,oven,n,21721,21.87,0.88
3396,satisfaction,n,21718,21.87,0.9
3397,discrimination,n,21715,21.87,0.92
3398,recession,n,21714,21.87,0.9
3399,allegation,n,21709,21.86,0.88
3400,boom,n,21690,21.84,0.97
3401,weekly,j,21686,21.84,0.95
3402,lately,r,21666,21.82,0.98
3403,restriction,n,21665,21.82,0.94
3404,diamond,n,21652,21.8,0.96
3405,document,v,21648,21.8,0.93
3406,crack,v,21623,21.77,0.97
3407,conviction,n,21599,21.75,0.96
3408,heel,n,21595,21.75,0.94
3409,fake,j,21560,21.71,0.95
3410,fame,n,21544,21.7,0.94
3411,shine,v,21543,21.69,0.94
3412,swing,n,21541,21.69,0.94
3413,playoff,n,21528,21.68,0.87
3414,actress,n,21526,21.68,0.94
3415,cheat,v,21523,21.67,0.96
3416,format,n,21521,21.67,0.91
3417,controversy,n,21521,21.67,0.94
3418,auto,n,21510,21.66,0.94
3419,grant,n,21506,21.66,0.94
3420,grocery,n,21497,21.65,0.96
3421,headquarters,n,21481,20.22,0.94
3422,rip,v,21480,21.63,0.97
3423,rank,v,21476,21.63,0.93
3424,shade,n,21457,21.61,0.93
3425,regulate,v,21437,21.59,0.92
3426,meter,n,21425,21.58,0.96
3427,olympic,j,21422,21.57,0.85
3428,pipe,n,21413,21.56,0.96
3429,patient,j,21374,21.52,0.94
3430,celebration,n,21353,21.5,0.96
3431,handful,n,21346,21.5,0.96
3432,copyright,n,21330,21.48,0.89
3433,dependent,j,21306,21.46,0.91
3434,signature,n,21285,21.43,0.97
3435,bishop,n,21282,21.43,0.93
3436,strengthen,v,21276,21.43,0.94
3437,soup,n,21273,21.42,0.94
3438,entitle,v,21264,21.41,0.95
3439,whoever,p,21251,21.4,0.97
3440,carrier,n,21245,21.39,0.94
3441,anniversary,n,21242,21.39,0.96
3442,pizza,n,21238,21.39,0.96
3443,ethics,n,21228,21.38,0.93
3444,legend,n,21223,21.37,0.97
3445,eagle,n,21220,21.37,0.94
3446,scholarship,n,21183,21.33,0.94
3447,crack,n,21181,21.33,0.96
3448,research,v,21178,21.33,0.95
3449,membership,n,21172,21.32,0.93
3450,standing,n,21145,21.29,0.97
3451,possession,n,21141,21.29,0.96
3452,treaty,n,21138,21.29,0.91
3453,partly,r,21132,21.28,0.96
3454,consciousness,n,21114,21.26,0.93
3455,manufacturing,n,21096,21.24,0.94
3456,announcement,n,21081,21.23,0.95
3457,tire,v,21067,21.22,0.93
3458,no,d,21041,21.19,0.97
3459,makeup,n,21035,21.18,0.95
3460,pop,n,21033,21.18,0.97
3461,prediction,n,21032,21.18,0.93
3462,stability,n,21031,21.18,0.92
3463,trace,v,21026,21.17,0.97
3464,norm,n,21014,21.16,0.89
3465,irish,j,21004,21.15,0.95
3466,genius,n,20987,21.13,0.98
3467,gently,r,20979,21.13,0.9
3468,operator,n,20947,21.09,0.96
3469,mall,n,20944,21.09,0.95
3470,rumor,n,20921,21.07,0.98
3471,poet,n,20918,21.06,0.94
3472,tendency,n,20906,21.05,0.92
3473,subsequent,j,20893,21.04,0.9
3474,alien,n,20885,21.03,0.94
3475,explode,v,20874,21.02,0.97
3476,cool,v,20868,21.01,0.96
3477,controversial,j,20863,21.01,0.95
3478,maintenance,n,20861,21.01,0.94
3479,courage,n,20859,21.01,0.98
3480,exceed,v,20855,21.0,0.94
3481,tight,r,20839,20.99,0.94
3482,principal,n,20834,20.98,0.93
3483,vaccine,n,20826,20.97,0.89
3484,identification,n,20823,20.97,0.88
3485,sandwich,n,20804,20.95,0.95
3486,bull,n,20803,20.95,0.94
3487,lens,n,20785,20.93,0.9
3488,twelve,m,20768,20.91,0.94
3489,mainstream,j,20766,20.91,0.95
3490,presidency,n,20723,20.87,0.93
3491,integrity,n,20719,20.86,0.94
3492,distinct,j,20706,20.85,0.91
3493,intelligent,j,20703,20.85,0.96
3494,secondary,j,20701,20.85,0.87
3495,bias,n,20699,20.84,0.91
3496,hypothesis,n,20698,20.84,0.85
3497,fifteen,m,20691,20.84,0.92
3498,nomination,n,20678,20.82,0.91
3499,delay,n,20668,20.81,0.95
3500,adjustment,n,20658,20.8,0.9
3501,sanction,n,20651,20.8,0.89
3502,render,v,20635,20.78,0.94
3503,shop,v,20625,20.77,0.96
3504,acceptable,j,20624,20.77,0.94
3505,mutual,j,20623,20.77,0.94
3506,high,r,20621,20.77,0.98
3507,examination,n,20620,20.76,0.89
3508,meaningful,j,20614,20.76,0.93
3509,communist,j,20597,20.74,0.91
3510,superior,j,20593,20.74,0.96
3511,currency,n,20592,20.74,0.93
3512,collective,j,20587,20.73,0.92
3513,tip,v,20573,20.72,0.96
3514,flame,n,20550,20.69,0.94
3515,guitar,n,20550,20.69,0.96
3516,doctrine,n,20549,20.69,0.87
3517,palestinian,n,20540,20.68,0.89
3518,float,v,20540,20.68,0.94
3519,commerce,n,20539,20.68,0.93
3520,invent,v,20537,20.68,0.98
3521,robot,n,20517,20.66,0.93
3522,rapid,j,20504,20.65,0.93
3523,plain,j,20479,20.62,0.96
3524,respectively,r,20478,20.62,0.84
3525,particle,n,20474,20.62,0.91
3526,across,r,20474,20.62,0.95
3527,glove,n,20469,20.61,0.93
3528,till,c,20463,20.61,0.94
3529,edit,v,20462,20.61,0.94
3530,moderate,j,20421,20.56,0.94
3531,jazz,n,20420,20.56,0.94
3532,infant,n,20410,20.55,0.95
3533,summary,n,20407,20.55,0.9
3534,server,n,20393,20.54,0.9
3535,leather,n,20393,20.54,0.9
3536,radiation,n,20383,20.53,0.93
3537,prompt,v,20380,20.52,0.95
3538,function,v,20370,20.51,0.93
3539,composition,n,20367,20.51,0.88
3540,operating,j,20353,20.5,0.97
3541,assert,v,20352,20.49,0.92
3542,case,c,20350,20.49,0.97
3543,discourse,n,20342,20.48,0.83
3544,loud,r,20340,20.48,0.95
3545,dump,v,20326,20.47,0.98
3546,net,j,20306,20.45,0.94
3547,wildlife,n,20304,20.45,0.91
3548,soccer,n,20295,20.44,0.93
3549,complex,n,20289,20.43,0.95
3550,mandate,n,20285,20.43,0.93
3551,monitor,n,20280,20.42,0.92
3552,downtown,j,20271,20.41,0.91
3553,nightmare,n,20245,20.39,0.98
3554,barrel,n,20229,20.37,0.95
3555,homeless,j,20229,20.37,0.94
3556,globe,n,20226,20.37,0.95
3557,uncomfortable,j,20224,20.37,0.97
3558,execute,v,20224,20.37,0.97
3559,feel,n,20197,20.34,0.98
3560,trap,v,20197,20.34,0.98
3561,gesture,n,20188,20.33,0.93
3562,pale,j,20183,20.32,0.86
3563,tent,n,20170,20.31,0.94
3564,receiver,n,20165,20.31,0.92
3565,horizon,n,20141,20.28,0.94
3566,diagnosis,n,20070,20.21,0.9
3567,considerable,j,20047,20.19,0.92
3568,gospel,n,20013,20.15,0.91
3569,automatically,r,20008,20.15,0.95
3570,fighting,n,20007,20.15,0.96
3571,stroke,n,20004,20.14,0.95
3572,wander,v,19979,20.12,0.93
3573,duck,n,19968,20.11,0.95
3574,grain,n,19956,20.1,0.93
3575,beast,n,19956,20.1,0.94
3576,concern,v,19955,20.1,0.96
3577,remark,n,19951,20.09,0.96
3578,fabric,n,19948,20.09,0.93
3579,civilization,n,19929,20.07,0.95
3580,warm,v,19926,20.07,0.96
3581,corruption,n,19925,20.06,0.94
3582,collapse,n,19925,20.06,0.95
3583,ma'am,n,19916,20.06,0.89
3584,greatly,r,19911,20.05,0.94
3585,workshop,n,19894,20.03,0.93
3586,inquiry,n,19877,20.02,0.9
3587,cd,n,19876,20.02,0.94
3588,admire,v,19872,20.01,0.97
3589,exclude,v,19871,20.01,0.91
3590,rifle,n,19857,20.0,0.94
3591,closet,n,19855,19.99,0.95
3592,reporting,n,19850,19.99,0.93
3593,curve,n,19846,19.99,0.95
3594,patch,n,19841,19.98,0.95
3595,touchdown,n,19832,19.97,0.87
3596,experimental,j,19828,19.97,0.86
3597,earnings,n,19824,19.96,0.91
3598,hunter,n,19821,19.96,0.91
3599,fly,n,19815,19.95,0.95
3600,tunnel,n,19814,19.95,0.95
3601,corps,n,19808,19.95,0.95
3602,behave,v,19799,19.94,0.98
3603,rent,v,19783,19.92,0.97
3604,german,n,19765,19.9,0.96
3605,motivate,v,19758,19.9,0.94
3606,attribute,v,19755,19.89,0.92
3607,elderly,j,19743,19.88,0.94
3608,virtual,j,19729,19.87,0.94
3609,minimum,j,19720,19.86,0.94
3610,weakness,n,19718,19.86,0.97
3611,progressive,j,19716,19.85,0.94
3612,doc,n,19715,19.85,0.93
3613,medium,n,19713,19.85,0.93
3614,virtue,n,19711,19.85,0.92
3615,ounce,n,19680,19.82,0.85
3616,collapse,v,19671,19.81,0.97
3617,delay,v,19657,19.8,0.95
3618,athletic,j,19650,19.79,0.91
3619,confusion,n,19634,19.77,0.97
3620,legislative,j,19623,19.76,0.92
3621,facilitate,v,19617,19.75,0.86
3622,midnight,n,19599,19.74,0.97
3623,deer,n,19597,19.73,0.89
3624,way,r,19593,19.73,0.97
3625,undergo,v,19593,19.73,0.94
3626,heritage,n,19592,19.73,0.93
3627,summit,n,19581,19.72,0.92
3628,sword,n,19580,19.72,0.93
3629,telescope,n,19572,19.71,0.84
3630,donate,v,19564,19.7,0.95
3631,blade,n,19562,19.7,0.9
3632,toe,n,19559,19.7,0.94
3633,agriculture,n,19558,19.7,0.93
3634,park,v,19555,19.69,0.94
3635,enforce,v,19538,19.68,0.94
3636,recruit,v,19525,19.66,0.95
3637,favor,i,19486,19.62,0.95
3638,dose,n,19458,19.59,0.94
3639,concerning,i,19447,19.58,0.9
3640,integrate,v,19446,19.58,0.9
3641,rate,v,19441,19.58,0.91
3642,pitch,v,19439,19.58,0.93
3643,prescription,n,19428,19.56,0.94
3644,retail,j,19417,19.55,0.93
3645,adoption,n,19416,19.55,0.93
3646,monthly,j,19414,19.55,0.94
3647,deadly,j,19413,19.55,0.96
3648,grave,n,19407,19.54,0.96
3649,rope,n,19405,19.54,0.94
3650,reliable,j,19403,19.54,0.95
3651,label,v,19402,19.54,0.95
3652,transaction,n,19400,19.54,0.92
3653,lawn,n,19393,19.53,0.93
3654,consistently,r,19392,19.53,0.94
3655,mount,v,19389,19.53,0.95
3656,bubble,n,19365,19.5,0.96
3657,briefly,r,19353,19.49,0.96
3658,absorb,v,19353,19.49,0.95
3659,princess,n,19338,19.47,0.95
3660,log,n,19318,19.45,0.96
3661,blanket,n,19318,19.45,0.93
3662,laugh,n,19315,19.45,0.94
3663,kingdom,n,19315,19.45,0.95
3664,anticipate,v,19312,19.45,0.97
3665,bug,n,19312,19.45,0.95
3666,primary,n,19308,19.44,0.9
3667,dedicate,v,19305,19.44,0.96
3668,nominee,n,19303,19.44,0.87
3669,transformation,n,19286,19.42,0.91
3670,temple,n,19285,19.42,0.95
3671,sense,v,19269,19.4,0.94
3672,arrival,n,19265,19.4,0.96
3673,frustration,n,19262,19.4,0.97
3674,changing,j,19258,19.39,0.95
3675,demonstration,n,19226,19.36,0.95
3676,pollution,n,19218,19.35,0.9
3677,poster,n,19209,19.34,0.96
3678,nail,n,19206,19.34,0.95
3679,nonprofit,j,19197,19.33,0.91
3680,cry,n,19190,19.32,0.95
3681,guidance,n,19172,19.31,0.92
3682,exhibit,v,19166,19.3,0.9
3683,pen,n,19160,19.29,0.96
3684,interrupt,v,19158,19.29,0.95
3685,lemon,n,19153,19.29,0.88
3686,bankruptcy,n,19151,19.29,0.78
3687,resign,v,19131,19.27,0.94
